point,dateBegin,dateEnd,time,contact,phone,event,url
平明堂,2021-05-04,2021-05-04,8時至22時,曾先生,2584269,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7759236
白龍庵敬福堂,2021-04-22,2021-04-23,10時至24時,陳先生,2580151,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
福隆宮,2021-04-27,2021-04-27,15時至22時,徐小姐,2243561,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
私壇(中華北路),2021-04-09,2021-04-10,22時至22時,羅先生,2503876,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7753540
三聖堂,2021-04-03,2021-04-04,8時至22時,陳先生,2225528,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7754933
保賢堂,2021-04-16,2021-04-18,整日,張先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
糖安宮,2021-09-09,2021-09-10,8時至22時,柯先生,2265853,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7796787
私壇(成功路22巷),2021-09-21,2021-09-21,8時至20時,詹先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7798181
萬聖府,2021-09-23,2021-10-02,整日,黃先生,2254949,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7802775
鎮山城隍廟,2021-09-19,2021-09-21,整日,林先生,2288742,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7799948
福德堂,2021-09-21,2021-09-21,8時至20時,詹先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7799948
鎮轅境,2021-09-21,2021-09-21,9時至18時,吳先生,2209858,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7799948
聖安堂,2021-10-09,2021-10-10,12時至24時,蔡小姐,2346681,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7804288
齊龍宮,2021-10-10,2021-10-11,8時至24時,沈小姐,2816898,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7804288
草寮後福安堂,2021-03-13,2021-03-14,7時至24時,陳小姐,2202106,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7750919
私壇(和緯路),2021-03-21,2021-03-21,7時至15時,黃先生,2831814,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7752351
三清宮,2021-03-24,2021-03-24,8時至20時,黃洪小姐,2368168,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7752351
協安壇,2021-03-27,2021-03-27,12時至22時,歐先生,2810075,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7753540
